Portal;Barrio;Tipo;Titulo;Precio;Expensas;Direccion;Metros_Totales;Metros_Cubiertos;Ambientes;Dormitorios;Baños;URL;Fecha_Publicacion;Inmobiliaria
cabaprop;belgrano;Departamento;OPPEL | Departamento en Alquiler | BELGRANO Capital Federal | Cod: 33720;600000;173394;CABILDO al 2400;40;40;2;1;1;https://cabaprop.com.ar/propiedad/692e8b4ec105ae8ac6530592/OPPEL-Departamento-en-Alquiler-BELGRANO-Capital-Federal-Cod-33720;2/12/2025;OPPEL S.A.
cabaprop;belgrano;Departamento;Departamento en alquiler en Belgrano;650000;130000;SOLDADO DE LA INDEPENDENCIA al 1300;50;48;2;1;1;https://cabaprop.com.ar/propiedad/692d9272c105ae8ac651daa9/Departamento-en-alquiler-en-Belgrano;1/12/2025;TEGLIA PROPIEDADES
cabaprop;belgrano;Departamento;OPPEL | Departamento en Alquiler | BELGRANO Capital Federal | Cod: 8679;600000;136902;MIGUELETES al 1200;42;36;2;1;1;https://cabaprop.com.ar/propiedad/691ebf2d38aa5fa46807b4b2/OPPEL-Departamento-en-Alquiler-BELGRANO-Capital-Federal-Cod-8679;20/11/2025;OPPEL S.A.
cabaprop;belgrano;Departamento;OPPEL | Departamento en Alquiler | BELGRANO Capital Federal | Cod: 32287;800000;152880;VIRREY DEL PINO al 2600;36;35;2;1;1;https://cabaprop.com.ar/propiedad/691d5b12fe12b64f3bc4362e/OPPEL-Departamento-en-Alquiler-BELGRANO-Capital-Federal-Cod-32287;19/11/2025;OPPEL S.A.
cabaprop;belgrano;Departamento;OPPEL | Departamento en Alquiler | BELGRANO Capital Federal | Cod: 8679;600000;136902;MIGUELETES al 1200;42;36;2;1;1;https://cabaprop.com.ar/propiedad/6916c3c7731c9068f15d1975/OPPEL-Departamento-en-Alquiler-BELGRANO-Capital-Federal-Cod-8679;14/11/2025;OPPEL S.A.
cabaprop;belgrano;Departamento;OPPEL | Departamento en Alquiler | BELGRANO Capital Federal | Cod: 32287;800000;152880;VIRREY DEL PINO al 2600;36;35;2;1;1;https://cabaprop.com.ar/propiedad/69044eb15f9b3aad8551b092/OPPEL-Departamento-en-Alquiler-BELGRANO-Capital-Federal-Cod-32287;31/10/2025;OPPEL S.A.
cabaprop;belgrano;Departamento;Departamento - Alquiler - Capital Federal;630000;200000;CAMPOS, LUIS MARIA al 400;38;38;2;1;1;https://cabaprop.com.ar/propiedad/6902fb545f9b3aad855029e8/Departamento---Alquiler---Capital-Federal;30/10/2025;LUISIO ESTUDIO INMOBILIARIO
cabaprop;belgrano;Departamento;Amplio 2 ambientes con patio cubierto;700000;117000;Monroe al 2100;60;60;2;1;1;https://cabaprop.com.ar/propiedad/68fa196b5f9b3aad8545449b/Amplio-2-ambientes-con-patio-cubierto;23/10/2025;CASEBONNE PROPIEDADES
cabaprop;belgrano;Departamento;OPPEL | Departamento en Alquiler | BELGRANO Capital Federal | Cod: 32287;800000;152880;VIRREY DEL PINO al 2600;36;35;2;1;1;https://cabaprop.com.ar/propiedad/68ede4b95f9b3aad8536be84/OPPEL-Departamento-en-Alquiler-BELGRANO-Capital-Federal-Cod-32287;14/10/2025;OPPEL S.A.
cabaprop;belgrano;Departamento;2 Amb - Apto Vivienda o Profesonal - Frente - Balcon - Baño Comp. - Seg 24hs;600000;400000;Virrey del Pino al 2400;50;48;2;1;1;https://cabaprop.com.ar/propiedad/6908acb6d5354b32bb7692f5/2-Amb---Apto-Vivienda-o-Profesonal---Frente---Balcon---Bano-Comp---Seg-24hs;8/10/2025;MONSAN NEGOCIOS INMOBILIARIOS
cabaprop;belgrano;Departamento;Belgrano - 2 ambientes;700000;150000;Virrey del Pino al 2400;40;40;2;1;1;https://cabaprop.com.ar/propiedad/68e693b35f9b3aad852e622a/Belgrano---2-ambientes;8/10/2025;INMOBICITY
cabaprop;belgrano;Departamento;Departamento - Alquiler - Capital Federal;600000;280000;Zabala al 2400;46;42;3;2;2;https://cabaprop.com.ar/propiedad/68bbca28a06a9d959d370cc7/Departamento---Alquiler---Capital-Federal;6/9/2025;LEPORE
cabaprop;belgrano;Departamento;OPPEL | Departamento en Alquiler | BELGRANO Capital Federal | Cod: 33586;650000;63691;AMENABAR al 3800;42;42;3;2;1;https://cabaprop.com.ar/propiedad/689d7ab5fe498ea260fa3714/OPPEL-Departamento-en-Alquiler-BELGRANO-Capital-Federal-Cod-33586;14/8/2025;OPPEL S.A.
cabaprop;belgrano;Departamento;OPPEL | Departamento en Alquiler | BELGRANO Capital Federal;600000;176237;LUIS MARIA CAMPOS al 1500;39;36;2;1;1;https://cabaprop.com.ar/propiedad/684bc0df49e063da3e308d16/OPPEL-Departamento-en-Alquiler-BELGRANO-Capital-Federal;13/6/2025;OPPEL S.A.
cabaprop;belgrano;Departamento;Diviino!! Duplex 2amb 1/2 Monroe y Libertador Frente bcon atza coc-c/barra desay a/a;800000;180000;Monroe 1547, C1428BKQ Cdad. Autónoma de Buenos Aires, Argentina0;60;54;2;1;1;https://cabaprop.com.ar/propiedad/6840401649e063da3e174399/Diviino-Duplex-2amb-1-2-Monroe-y-Libertador-Frente-bcon-atza-coc-c-barra-desay-a-a;4/6/2025;Torrellas Propiedades
cabaprop;belgrano;Departamento;2 AMBIENTES;550000;170000;Mariscal Antonio José de Sucre al 2500;45;45;2;1;1;https://cabaprop.com.ar/propiedad/683756dc49e063da3e06fee4/2-AMBIENTES;28/5/2025;ESTUDIO BARCAN & ASOCIADOS
cabaprop;belgrano;Departamento;3 ambientes Barrancas de Belgrano;750000;215000;CUBA al 1700;71;65;3;2;1;https://cabaprop.com.ar/propiedad/682c1b4f3d90e3e363396763/3-ambientes-Barrancas-de-Belgrano;20/5/2025;Odoi Propiedades
cabaprop;belgrano;Departamento;ALQUILADO .;550000;127000;Sucre al 2300;52;50;3;2;1;https://cabaprop.com.ar/propiedad/67c075c590432510158acf22/ALQUILADO;27/2/2025;GLORIA REIT PROPIEDADES
cabaprop;recoleta;Departamento;Departamento En Alquiler En Recoleta;600000;140000;Paraguay al 2600;41;36;2;1;1;https://cabaprop.com.ar/propiedad/69744dbdcc8f3498faf93847/Departamento-En-Alquiler-En-Recoleta;24/1/2026;OJO PROPIEDADES
cabaprop;recoleta;Departamento;Departamento En Alquiler En Recoleta;500000;240000;Presidente José Evaristo Uriburu al 1600;40;40;2;1;1;https://cabaprop.com.ar/propiedad/69685e9acc8f3498fadfd788/Departamento-En-Alquiler-En-Recoleta;15/1/2026;MARIO COSTA PROPIEDADES
cabaprop;recoleta;Departamento;Departamento En Alquiler En Recoleta;550000;187200;Azcuénaga al 1200;38;38;2;1;1;https://cabaprop.com.ar/propiedad/69685b38cc8f3498fadfc6ee/Departamento-En-Alquiler-En-Recoleta;15/1/2026;ZELMA PROPIEDADES
cabaprop;recoleta;Departamento;Disponibilidad Inmediata;700000;278000;Avenida General Las Heras al 2200;81;53;3;2;1;https://cabaprop.com.ar/propiedad/6965cceccc8f3498fad9f92d/Disponibilidad-Inmediata;13/1/2026;FAURO PROPIEDADES
cabaprop;recoleta;Departamento;Alquiler de Departamento en Recoleta;750000;110000;José León Pagano al 2700;38;38;2;1;1;https://cabaprop.com.ar/propiedad/6961035bcc8f3498fad44244/Alquiler-de-Departamento-en-Recoleta;9/1/2026;Gustavo Amabile Propiedades
cabaprop;recoleta;Departamento;Alquiler Departamento 2 Ambientes Recoleta;800000;100000;José Andrés Pacheco de Melo al 2900;43;43;2;1;1;https://cabaprop.com.ar/propiedad/695c91e2c04a8d607ea72e4e/Alquiler-Departamento-2-Ambientes-Recoleta;6/1/2026;Central Maxre Real Estate
cabaprop;recoleta;Departamento;Departamento En Recoleta;650000;168000;Montevideo al 1900;43;43;2;1;1;https://cabaprop.com.ar/propiedad/695c8c94c04a8d607ea71ca4/Departamento-En-Recoleta;6/1/2026;MLL PROPIEDADES
cabaprop;recoleta;Departamento;2 AMBIENTES RECOLETA - POSADAS AL 1100 E/LIBERTAD Y CERRITO;650000;160000;Posadas al 1100;48;48;2;1;1;https://cabaprop.com.ar/propiedad/6956e5dd13b25325c5843272/2-AMBIENTES-RECOLETA---POSADAS-AL-1100-E-LIBERTAD-Y-CERRITO;1/1/2026;SARA VALLS PROPIEDADES
cabaprop;recoleta;Departamento;Departamento Amoblado En Alquiler Recoleta;720000;173000;Laprida al 1800;51;45;2;1;1;https://cabaprop.com.ar/propiedad/6954b813269e10adbfef3e29/Departamento-Amoblado-En-Alquiler-Recoleta;31/12/2025;SALAYA ROMERA
cabaprop;recoleta;Departamento;Departamento En Alquiler 2 Ambientes En Recoleta;550000;184000;Billinghurst al 1400;41;40;2;1;1;https://cabaprop.com.ar/propiedad/695499f9269e10adbfeeebb9/Departamento-En-Alquiler-2-Ambientes-En-Recoleta;31/12/2025;JOSE PINTIMALLI PROPIEDADES
cabaprop;recoleta;Departamento;Libertador Y Callao 2 Ambientes En Alquiler;600000;183000;Avenida del Libertador al 1000;35;35;2;1;1;https://cabaprop.com.ar/propiedad/695389f1269e10adbfed6285/Libertador-Y-Callao-2-Ambientes-En-Alquiler;30/12/2025;LLAURÓ Propiedades
cabaprop;recoleta;Departamento;Alquiler Departamento 2 Dormitorios Recoleta;800000;110000;Talcahuano al 1000;50;50;3;2;1;https://cabaprop.com.ar/propiedad/6953644c269e10adbfed0bae/Alquiler-Departamento-2-Dormitorios-Recoleta;30/12/2025;TEGLIA PROPIEDADES
cabaprop;recoleta;Departamento;ALQUILER RECOLETA ALQUILER DOS AMBIENTES IMPECABLE;540000;107000;Jean Jaures al 1100;37;37;2;1;1;https://cabaprop.com.ar/propiedad/6931e8c7c105ae8ac65644af/ALQUILER-RECOLETA-ALQUILER-DOS-AMBIENTES-IMPECABLE;4/12/2025;JORGE LA TORRE GESTION INMOBILAIRIA
cabaprop;recoleta;Departamento;French entre Laprida y Aguero. Contrafrente super luminoso. Vivienda unicamente.;520000;300000;French al 2700;49;44;2;1;1;https://cabaprop.com.ar/propiedad/68f7d51b5f9b3aad8542904f/French-entre-Laprida-y-Aguero-Contrafrente-super-luminoso-Vivienda-unicamente;21/10/2025;JULIO RAMIREZ - NEGOCIOS INMOBILIARIOS
cabaprop;recoleta;Departamento;Alquiler 2 ambiente en recoleta;700000;150000;Libertad al 1100;50;50;2;1;1;https://cabaprop.com.ar/propiedad/687014861345498dcf377aee/Alquiler-2-ambiente-en-recoleta;10/7/2025;MARCELO KALPIN NEGOCIOS INMOBILIARIOS
cabaprop;almagro;Departamento;Moderno 2 Ambientes Luminoso Con Balcón Y Amenities;650000;192000;Avenida Independencia al 3600;48;45;2;1;1;https://cabaprop.com.ar/propiedad/697ec317e093840dd610f0a8/Moderno-2-Ambientes-Luminoso-Con-Balcon-Y-Amenities;1/2/2026;INMOMAX
cabaprop;almagro;Departamento;Moderno 2 ambientes luminoso con balcón y amenities;690000;192000;INDEPENDENCIA al 3600;48;45;2;1;1;https://cabaprop.com.ar/propiedad/697e7bf6e093840dd610ca51/Moderno-2-ambientes-luminoso-con-balcon-y-amenities;31/1/2026;INMOMAX
cabaprop;almagro;Departamento;Departamento - Alquiler - Capital Federal;800000;200000;Marmol al 700;51;51;2;1;1;https://cabaprop.com.ar/propiedad/697d9597e093840dd61057c3/Departamento---Alquiler---Capital-Federal;31/1/2026;SABAJ SOLUCIONES INMOBILIARIAS
cabaprop;almagro;Departamento;Departamento - Almagro;600000;150000;Lambaré al 800;48;43;2;1;1;https://cabaprop.com.ar/propiedad/697d721ce093840dd60feb32/Departamento---Almagro;31/1/2026;GOLDSTEIN PROPIEDADES
cabaprop;almagro;Departamento;Departamento De 2 Ambientes En Alquiler En Almagro;550000;133000;Panamá al 900;37;37;2;1;1;https://cabaprop.com.ar/propiedad/697c2ca7e093840dd60ee863/Departamento-De-2-Ambientes-En-Alquiler-En-Almagro;30/1/2026;MIGLIORISI INMOBILIARIA
cabaprop;almagro;Departamento;Departamento - Almagro;750000;520000;Lambaré al 1100;64;59;3;2;2;https://cabaprop.com.ar/propiedad/697c2097e093840dd60ec05c/Departamento---Almagro;30/1/2026;GOLDSTEIN PROPIEDADES
cabaprop;almagro;Departamento;Departamento 3 Ambientes Con Balcón - Almagro A 2 Cuadras Del Subte;750000;120000;Colombres al 0;57;54;3;2;1;https://cabaprop.com.ar/propiedad/697ad6a8e093840dd60d9582/Departamento-3-Ambientes-Con-Balcon---Almagro-A-2-Cuadras-Del-Subte;29/1/2026;MONTERO
cabaprop;almagro;Departamento;Departamento En Alquiler En Almagro;580000;230000;Sarmiento al 4000;64;64;2;1;1;https://cabaprop.com.ar/propiedad/6976dba8cc8f3498fafb4543/Departamento-En-Alquiler-En-Almagro;26/1/2026;ZELMA PROPIEDADES
cabaprop;almagro;Departamento;Alquiler 2 Ambientes Luminoso - Almagro;690000;115000;Avenida Rivadavia al 3900;45;45;2;1;1;https://cabaprop.com.ar/propiedad/6971af6dcc8f3498faf417ba/Alquiler-2-Ambientes-Luminoso---Almagro;22/1/2026;GRUPO YOUNG
cabaprop;almagro;Departamento;Con Parrilla Y Balcon tza. De 23 m2 Propios;650000;165000;Treinta y Tres Orientales al 0;62;40;2;1;1;https://cabaprop.com.ar/propiedad/696d1e49cc8f3498faea17a8/Con-Parrilla-Y-Balcon-tza-De-23-m2-Propios;18/1/2026;VIDIGH PROPIEDADES
cabaprop;almagro;Departamento;2 Amb Al Frente C Balcon - Prox. A Parque. Centenario;590000;88000;Teniente General Juan Domingo Perón al 4400;42;40;2;1;1;https://cabaprop.com.ar/propiedad/696b091bcc8f3498fae6426a/2-Amb-Al-Frente-C-Balcon---Prox-A-Parque-Centenario;17/1/2026;DAMIA GARCIA DUSCIO
cabaprop;almagro;Departamento;2 Ambientes Amplio , Vista Panoramica;590000;180000;Avenida Corrientes al 3800;40;40;2;1;1;https://cabaprop.com.ar/propiedad/696b0919cc8f3498fae6425c/2-Ambientes-Amplio-Vista-Panoramica;17/1/2026;DAMIA GARCIA DUSCIO
cabaprop;almagro;Departamento;Amoblado | 2 Ambientes | 45 m² | Aire Acondicionado | Lavarropas | Balcón.;690000;210000;Avenida Hipólito Yrigoyen al 3700;45;40;2;1;1;https://cabaprop.com.ar/propiedad/69693fbfcc8f3498fae1ca69/Amoblado-2-Ambientes-45-m-Aire-Acondicionado-Lavarropas-Balcon;15/1/2026;ARGÜELLES ASOCIADOS
cabaprop;almagro;Departamento;Departamento en alquiler c/ cochera en Almagro;780000;225000;José Mármol 461, Almagro Sur, Almagro al 0;45;40;2;1;1;https://cabaprop.com.ar/propiedad/6967c2efcc8f3498fade3c5c/Departamento-en-alquiler-c-cochera-en-Almagro;14/1/2026;ESTUDIO BL CONSULTORES INMOBILIARIOS
cabaprop;almagro;Departamento;Departamento En Almagro;700000;141000;Avenida Hipólito Yrigoyen al 4200;38;35;2;1;1;https://cabaprop.com.ar/propiedad/69670e39cc8f3498fadce1d2/Departamento-En-Almagro;14/1/2026;D´ODORICO PROPIEDADES
cabaprop;almagro;Departamento;2 amb. Lat c/Blcón. Excel. lumin. Impec.! Amenities.;700000;220000;Hipolito Yrigoyen al 3700;46;41;2;1;1;https://cabaprop.com.ar/propiedad/6965d880cc8f3498fada1144/2-amb-Lat-c-Blcon-Excel-lumin-Impec-Amenities;13/1/2026;ALEMANY PROPIEDADES
cabaprop;almagro;Departamento;ALQUILER DEPARTAMENTO 2 AMBIENTES CON PATIO EN ALMAGRO;600000;96000;MORENO al 3300;77;56;2;1;1;https://cabaprop.com.ar/propiedad/695f412ccc8f3498fad2d5ec/ALQUILER-DEPARTAMENTO-2-AMBIENTES-CON-PATIO-EN-ALMAGRO;8/1/2026;CIMAS
cabaprop;almagro;Departamento;Departamento en alquiler en Almagro;500000;180000;Av Rivadavia al 3900;42;40;2;1;1;https://cabaprop.com.ar/propiedad/695e819d24c4e85ac12f6ee5/Departamento-en-alquiler-en-Almagro;7/1/2026;Morresi-Paez
cabaprop;almagro;Departamento;2 Amb. Caballito, Av. Rivadavia 5000;580000;130000;Avenida Rivadavia al 5000;53;53;2;1;1;https://cabaprop.com.ar/propiedad/695dd8e6eb643cad555e738e/2-Amb-Caballito-Av-Rivadavia-5000;7/1/2026;GHIRAY
cabaprop;almagro;Departamento;Alquiler Departamento 2 Ambientes En Almagro;650000;140000;Avenida Díaz Vélez al 4000;44;44;2;1;1;https://cabaprop.com.ar/propiedad/6954ac48269e10adbfef1f32/Alquiler-Departamento-2-Ambientes-En-Almagro;31/12/2025;ROBERTO GIL PROPIEDADES
cabaprop;almagro;Departamento;Departamento En Almagro;550000;95000;Avenida Corrientes al 4100;37;37;2;1;1;https://cabaprop.com.ar/propiedad/6954ab30269e10adbfef1d05/Departamento-En-Almagro;31/12/2025;Grupo Zuvicon Negocios Inmobiliarios
cabaprop;almagro;Departamento;Departamento 3 Ambientes Contrafrente;790000;300000;Potosí al 4400;64;60;3;2;2;https://cabaprop.com.ar/propiedad/695496cc269e10adbfeee4f5/Departamento-3-Ambientes-Contrafrente;31/12/2025;GOLDSTEIN PROPIEDADES
cabaprop;almagro;Departamento;Departamento - Almagro;800000;198000;Teniente General Juan Domingo Perón al 4100;49;49;3;2;1;https://cabaprop.com.ar/propiedad/6954969b269e10adbfeee49b/Departamento---Almagro;31/12/2025;GOLDSTEIN PROPIEDADES
cabaprop;almagro;Departamento;Departamento En Alquiler En Almagro;770000;100000;Sarmiento al 4100;90;49;2;1;1;https://cabaprop.com.ar/propiedad/69537589269e10adbfed3f46/Departamento-En-Alquiler-En-Almagro;30/12/2025;Gaed Negocios Inmobiliarios
cabaprop;almagro;Departamento;Rio De Janeiro 100, 2 Amb Con Lavadero - Almagro;650000;120000;Río de Janeiro al 0;45;45;2;1;1;https://cabaprop.com.ar/propiedad/69536cfa269e10adbfed2fd7/Rio-De-Janeiro-100-2-Amb-Con-Lavadero---Almagro;30/12/2025;FJ Lujan Propiedades
cabaprop;almagro;Departamento;Departamento De 2 Ambientes En Alquiler En Almagro;590000;100000;Valentín Gómez al 3600;42;42;2;1;1;https://cabaprop.com.ar/propiedad/6953653f269e10adbfed0f52/Departamento-De-2-Ambientes-En-Alquiler-En-Almagro;30/12/2025;MIGLIORISI INMOBILIARIA
cabaprop;almagro;Departamento;Alquiler 2 AMB a 2 cuadras de la línea A de subtes - Castro;490000;110000;DON BOSCO al 3700;38;38;2;1;1;https://cabaprop.com.ar/propiedad/694a2e19785e269147159518/Alquiler-2-AMB-a-2-cuadras-de-la-linea-A-de-subtes---Castro;23/12/2025;MIL UNO PROPIEDADES
cabaprop;almagro;Departamento;Departamento - Alquiler - Capital Federal;700000;25000;YRIGOYEN, HIPOLITO al 3900;51;44;2;1;1;https://cabaprop.com.ar/propiedad/693d017338bf638b63af2e62/Departamento---Alquiler---Capital-Federal;13/12/2025;RAPISARDA PROPIEDADES
cabaprop;almagro;Departamento;2 AMBIENTES AL FRENTE C/BALCON CORRIDO;600000;110000;Sánchez de Loria al 100;48;42;2;1;1;https://cabaprop.com.ar/propiedad/692f098bc105ae8ac653502f/2-AMBIENTES-AL-FRENTE-C-BALCON-CORRIDO;2/12/2025;ESTEVA PROPIEDADES
cabaprop;almagro;Departamento;Hermoso departamento de 2 ambientes Recién pintado pisos plastificados;450000;75000;Billinghurst al 400;35;35;2;1;1;https://cabaprop.com.ar/propiedad/692ef147c105ae8ac65335e5/Hermoso-departamento-de-2-ambientes-Recien-pintado-pisos-plastificados;2/12/2025;Jorge Natalio KLEINER
cabaprop;almagro;Departamento;Departamento 3 ambientes alquiler ALMAGRO;750000;160000;Mexico 4300;58;54;3;2;1;https://cabaprop.com.ar/propiedad/6929db2bc105ae8ac64ed087/Departamento-3-ambientes-alquiler-ALMAGRO;28/11/2025;SISRO PROPIEDADES
cabaprop;almagro;Departamento;Alquiler Departamento 2 Ambientes en Almagro;700000;140000;Av. Medrano al 200;44;44;2;1;1;https://cabaprop.com.ar/propiedad/692850cb045eab80657cd5e8/Alquiler-Departamento-2-Ambientes-en-Almagro;27/11/2025;ROBERTO GIL PROPIEDADES
cabaprop;almagro;Departamento;2 amb en alquiler-Almagro;750000;252000;Francisco Acuña de Figueroa al 900;55;45;2;1;1;https://cabaprop.com.ar/propiedad/692615c1045eab80657aaf39/2-amb-en-alquiler-Almagro;25/11/2025;ALFANO PROPIEDADES
cabaprop;almagro;Departamento;alquiler dos ambientes almagro;670000;131000;VENEZUELA al 3700;48;44;2;1;;https://cabaprop.com.ar/propiedad/691811d2cdc4dcdcc747aa01/alquiler-dos-ambientes-almagro;15/11/2025;LEPORE
cabaprop;almagro;Departamento;Departamento En Almagro;580000;119000;Río de Janeiro al 600;52;52;2;1;1;https://cabaprop.com.ar/propiedad/6912bdc94ccdf11f37c18cb1/Departamento-En-Almagro;11/11/2025;DIROT PROPIEDADES
cabaprop;colegiales;Departamento;Departamento En Alquiler En Colegiales;750000;130000;Avenida Federico Lacroze al 1000;40;38;2;1;1;https://cabaprop.com.ar/propiedad/697d8256e093840dd6101dbb/Departamento-En-Alquiler-En-Colegiales;31/1/2026;MAXIM RENTALS
cabaprop;colegiales;Departamento;Departamento En Alquiler En Colegiales;750000;130000;Avenida Federico Lacroze al 1000;40;38;2;1;1;https://cabaprop.com.ar/propiedad/697d8255e093840dd6101db4/Departamento-En-Alquiler-En-Colegiales;31/1/2026;MAXIM RENTALS
cabaprop;colegiales;Departamento;2 Ambientes Cómodo En Colegiales;750000;130000;Avenida Federico Lacroze al 1000;40;38;2;1;1;https://cabaprop.com.ar/propiedad/697d8253e093840dd6101dac/2-Ambientes-Comodo-En-Colegiales;31/1/2026;MAXIM RENTALS
cabaprop;colegiales;Departamento;Alquiler. Dúplex. 2 Ambientes. Córdoba Y Concepción Arenal.;750000;231000;Concepción Arenal al 3400;60;60;2;1;2;https://cabaprop.com.ar/propiedad/697d811ee093840dd6101a23/Alquiler-Duplex-2-Ambientes-Cordoba-Y-Concepcion-Arenal;31/1/2026;RJI Inmuebles
cabaprop;colegiales;Departamento;Alquiler Colegiales 2 ambientes full amenities;780000;290000;CHARLONE al 500;50;44;2;1;2;https://cabaprop.com.ar/propiedad/6976fc89cc8f3498fafba502/Alquiler-Colegiales-2-ambientes-full-amenities;26/1/2026;SANTIAGO JANNOT PROPIEDADES
cabaprop;colegiales;Departamento;Departamento En Alquiler En Colegiales;600000;70000;Maure al 2500;36;36;2;1;1;https://cabaprop.com.ar/propiedad/6961d252cc8f3498fad52143/Departamento-En-Alquiler-En-Colegiales;10/1/2026;Gaed Negocios Inmobiliarios
cabaprop;colegiales;Departamento;alquiler de 2 ambientes a mts de cabildo;530000;115000;Teodoro Garcia al 2500;36;36;2;1;1;https://cabaprop.com.ar/propiedad/694637b838bf638b63bd5313/alquiler-de-2-ambientes-a-mts-de-cabildo;20/12/2025;LEPORE
cabaprop;colegiales;Departamento;OPPEL | Departamento en Alquiler | COLEGIALES Capital Federal | Cod: 9033614;750000;140560;14 DE JULIO al 1300;47;45;3;2;1;https://cabaprop.com.ar/propiedad/691d5b19fe12b64f3bc43639/OPPEL-Departamento-en-Alquiler-COLEGIALES-Capital-Federal-Cod-9033614;19/11/2025;OPPEL S.A.
cabaprop;colegiales;Departamento;OPPEL | Departamento en Alquiler | COLEGIALES Capital Federal | Cod: 33614;750000;141233;14 DE JULIO al 1300;47;45;3;2;1;https://cabaprop.com.ar/propiedad/69059f78d5354b32bb738ad3/OPPEL-Departamento-en-Alquiler-COLEGIALES-Capital-Federal-Cod-33614;1/11/2025;OPPEL S.A.
cabaprop;colegiales;Departamento;Alquiler PH Comercial Oficina Profesional en Colegiales;700000;;CONESA al 1000;80;38;2;1;1;https://cabaprop.com.ar/propiedad/68ba7941a06a9d959d34bb02/Alquiler-PH-Comercial-Oficina-Profesional-en-Colegiales;5/9/2025;MENASCHES PROPIEDADES
cabaprop;colegiales;Departamento;OPPEL | Departamento en Alquiler | COLEGIALES Capital Federal | Cod: 33614;750000;141233;14 DE JULIO al 1300;47;45;3;2;1;https://cabaprop.com.ar/propiedad/68b3e397148236701489eac3/OPPEL-Departamento-en-Alquiler-COLEGIALES-Capital-Federal-Cod-33614;31/8/2025;OPPEL S.A.
cabaprop;barrio-norte;Departamento;Departamento en alquiler en Barrio Norte;650000;90000;Paraguay al 2400;37;35;2;1;1;https://cabaprop.com.ar/propiedad/697cc4e5e093840dd60f62e0/Departamento-en-alquiler-en-Barrio-Norte;30/1/2026;Amaya Real Estate
cabaprop;barrio-norte;Departamento;DEPARTAMENTO 2 AMBIENTES - BARRIO NORTE, CAPITAL FEDERAL;700000;126800;GALLO al 1500;4053;4053;2;1;1;https://cabaprop.com.ar/propiedad/697a46ade093840dd60d0da6/DEPARTAMENTO-2-AMBIENTES---BARRIO-NORTE-CAPITAL-FEDERAL;28/1/2026;ASHARDJIAN INMOBILIARIA
cabaprop;barrio-norte;Departamento;Departamento 3 Ambientes En Venta En Ecuador Al 800 Once Caba;750000;120000;Maipú al 0;65;60;3;2;1;https://cabaprop.com.ar/propiedad/6979352be093840dd60bfc5a/Departamento-3-Ambientes-En-Venta-En-Ecuador-Al-800-Once-Caba;27/1/2026;Fernanda Haber Propiedades
cabaprop;barrio-norte;Departamento;Alquiler Tradicional en Recoleta. Departamento de 2 Ambientes. Reciclado.;590000;155000;Avenida Córdoba al 3000;36;36;2;1;1;https://cabaprop.com.ar/propiedad/69707698cc8f3498faf19f1b/Alquiler-Tradicional-en-Recoleta-Departamento-de-2-Ambientes-Reciclado;21/1/2026;ALEJANDRO LAROCCA SERVICIOS INMOBILIARIOS
cabaprop;barrio-norte;Departamento;Departamento En Alquiler En Barrio Norte;530000;165000;José A. Cabrera al 5100;35;35;2;1;1;https://cabaprop.com.ar/propiedad/69685b37cc8f3498fadfc6e6/Departamento-En-Alquiler-En-Barrio-Norte;15/1/2026;ZELMA PROPIEDADES
cabaprop;barrio-norte;Departamento;Av. Córdoba E/uruguay Y Talcahuano: 3 Amb Apto Profesional O Vivienda;750000;150000;Avenida Córdoba al 1300;50;50;3;2;1;https://cabaprop.com.ar/propiedad/6965cba0cc8f3498fad9f423/Av-Cordoba-E-uruguay-Y-Talcahuano-3-Amb-Apto-Profesional-O-Vivienda;13/1/2026;LLAURÓ Propiedades
cabaprop;barrio-norte;Departamento;DEPARTAMENTO 3 AMBIENTES EN BARRIO NORTE CONTRAFRENTE;780000;160000;Charcas al 3000;71;66;3;2;1;https://cabaprop.com.ar/propiedad/695eb55ecc8f3498fad219b7/DEPARTAMENTO-3-AMBIENTES-EN-BARRIO-NORTE-CONTRAFRENTE;7/1/2026;JT INMOBILIARIA 
cabaprop;barrio-norte;Departamento;DEPARTAMENTO 3 AMBIENTES - BARRIO NORTE, CAPITAL FEDERAL;700000;140000;CORDOBA AV. al 2000;48;48;3;2;1;https://cabaprop.com.ar/propiedad/695d4f99c04a8d607ea7fc40/DEPARTAMENTO-3-AMBIENTES---BARRIO-NORTE-CAPITAL-FEDERAL;6/1/2026;ROBERTO GALLARDO
cabaprop;barrio-norte;Departamento;Departamento En Recoleta;650000;168000;Montevideo al 1900;43;43;2;1;1;https://cabaprop.com.ar/propiedad/695c8c98c04a8d607ea71cb9/Departamento-En-Recoleta;6/1/2026;MLL PROPIEDADES
cabaprop;barrio-norte;Departamento;Departamento Alquiler 2 Ambientes Barrio Norte Zona Alto Palermo Mansilla 3590;430000;145000;General Lucio Norberto Mansilla al 3500;40;40;2;1;1;https://cabaprop.com.ar/propiedad/6954c63c269e10adbfef64c9/Departamento-Alquiler-2-Ambientes-Barrio-Norte-Zona-Alto-Palermo-Mansilla-3590;31/12/2025;KERR PROPIEDADES
